ID,ScriptName,CNName,FirstName,SecondName,EnglishName,ClanID,CultureID,GenerateType,Gender,BirthYear,BeginYear,DieYear,DieReason,FatherName,GrandFatherName,KinsName,JobTendency,JobCompatibility,FriendCompatibility,Temper,Spirit,Ism,ActStyle,theImportanceOfFriendship,Ambition,DesireType,Desire,AlcoholDesire,Origin,WeaponDesire,CommandValue,ForceValue,GovernValue,WisdomValue,CharmValue,SoldierSkill,MountSkill,GunSkill,NavySkill,ArcherSkill,CombatSkill,MilitarySkill,NinjaSkill,BuildSkill,FarmSkill,MineSkill,ArthmeticSkill,EtiquetteSkill,DebateSkill,TeaSkill,MedicalSkill,WarCard,FightCard,TitleCard,IntimacyGet,CombineGet,EventGet,Appear_1549,Name_1549,Identity_1549,CareerStance_1549,Kingdom_1549,City_1549,School_1549,Appear_1554,Name_1554,Identity_1554,CareerStance_1554,Kingdom_1554,City_1554,School_1554,Appear_1560,Name_1560,Identity_1560,CareerStance_1560,Kingdom_1560,City_1560,School_1560,Appear_1568,Name_1568,Identity_1568,CareerStance_1568,Kingdom_1568,City_1568,School_1568,Appear_1575,Name_1575,Identity_1575,CareerStance_1575,Kingdom_1575,City_1575,School_1575,Appear_1582,Name_1582,Identity_1582,CareerStance_1582,Kingdom_1582,City_1582,School_1582,Appear_1584,Name_1584,Identity_1584,CareerStance_1584,Kingdom_1584,City_1584,School_1584,Appear_1598,Name_1598,Identity_1598,CareerStance_1598,Kingdom_1598,City_1598,School_1598,Appear_dream1560,Name_dream1560,Identity_dream1560,CareerStance_dream1560,Kingdom_dream1560,City_dream1560,School_dream1560,,
lord_1_oniniwa_tsunemasa,鬼庭左月,鬼庭左月,鬼庭,左月,Oniniwa Tsunemasa,clan_oniniwa_1,ou,家族和文化自动推断,1,1513,1554,1585,战死,,,鬼庭纲元,只限武将,64,64,普通,勇敢,普通,轻率,重视情义,31,武具,无欲,普通,藤原氏,刀剑,72,69,48,43,56,2,2,0,1,2,2,3,0,0,0,0,0,1,0,0,1,无,强袭，拔突，刚弓，铁壁,无,一般条件,,,已登场,鬼庭良直,部将,直臣,伊达家,米泽城,无,已登场,鬼庭良直,部将,直臣,伊达家,米泽城,无,已登场,鬼庭良直,部将,直臣,伊达家,米泽城,无,已登场,鬼庭良直,部将,直臣,伊达家,米泽城,无,已登场,鬼庭左月,部将,直臣,伊达家,米泽城,无,已登场,鬼庭左月,部将,直臣,伊达家,米泽城,无,已登场,鬼庭左月,家老,直臣,伊达家,米泽城,无,已死亡,鬼庭左月,无效,无效,无,无效,无,已登场,鬼庭左月,头目,首领,户隐众,户隐之里,无,,
lord_1_oniniwa_2,鬼庭綱元,鬼庭纲元,鬼庭,纲元,Oniniwa Tsunamoto,clan_oniniwa_1,ou,精确匹配织丰,1,1549,1563,1640,病死,鬼庭左月,,鬼庭左月,只限武将,64,64,温和,普通,现实,普通,普通,51,书籍,普通,普通,藤原氏,刀剑,60,55,64,61,69,1,2,1,0,0,0,0,0,1,2,0,2,1,2,1,0,无,强袭,无,无要求,,,未登场,鬼庭纲元,足轻组头,陪臣（鬼庭良直）,伊达家,米泽城,无,未登场,鬼庭纲元,足轻组头,陪臣（鬼庭良直）,伊达家,米泽城,无,已登场,鬼庭纲元,足轻组头,陪臣（鬼庭良直）,伊达家,米泽城,无,已登场,鬼庭纲元,足轻组头,陪臣（鬼庭良直）,伊达家,米泽城,无,已登场,鬼庭纲元,足轻组头,陪臣（鬼庭左月）,伊达家,米泽城,无,已登场,鬼庭纲元,足轻组头,陪臣（鬼庭左月）,伊达家,米泽城,无,已登场,鬼庭纲元,足轻组头,陪臣（鬼庭左月）,伊达家,米泽城,无,已登场,茂庭纲元,部将,直臣,伊达家,仙台城,无,已登场,鬼庭纲元,上忍,直臣,户隐众,户隐之里,无,,
lord_1_sugiya_zenjubou,小野鎮幸,小野镇幸,小野,镇幸,Sugiya Zenjubou,clan_sugiya_1,ou,基于分组自动创建家族,1,1545,1559,1609,病死,,,,全职种,89,89,普通,勇敢,现实,普通,普通,47,武具,普通,普通,其他,刀剑,63,72,45,53,60,1,3,2,2,1,2,1,1,0,0,0,0,0,0,0,0,无,强袭，拔突，铁壁,无,无要求,,,未登场,小野镇幸,侍大将,直臣,大友家,府内城,无,未登场,小野镇幸,足轻大将,陪臣（户次鉴连）,大友家,府内城,无,已登场,小野镇幸,侍大将,直臣,大友家,府内城,无,已登场,小野镇幸,侍大将,直臣,大友家,府内城,无,已登场,小野镇幸,侍大将,直臣,大友家,府内城,无,已登场,小野镇幸,侍大将,陪臣（立花道雪）,大友家,立花山城,无,已登场,小野镇幸,侍大将,陪臣（立花宗茂）,大友家,立花山城,无,已登场,小野镇幸,部将,直臣,立花家,柳川城,无,已登场,小野镇幸,家老,直臣,小笠原家,小仓城,无,,
lord_1_sugiya_bou,小野善鬼,小野善鬼,小野,善鬼,Sugiya Bou Shouzan,clan_sugiya_1,ou,基于分组自动创建家族,1,1563,1577,1592,战死,,,,全职种,9,40,性急,勇敢,普通,轻率,普通,78,武具,贪心,嗜酒如命,其他,刀剑,21,90,11,8,45,1,1,0,0,2,4,2,3,0,0,0,0,0,0,0,0,无,强袭，连续斩，切落，绝妙剑，拂舍刀，拔突，二连苦无，半月，刚弓，金翅鸟王剑，当身，梦想剑，刚力，独妙剑，铁壁，辱骂,剑豪,一般条件,,,未登场,小野善鬼,浪人,其他,无,佐仓之町,无,未登场,小野善鬼,浪人,其他,无,佐仓之町,无,未登场,小野善鬼,浪人,其他,无,佐仓之町,无,未登场,小野善鬼,浪人,其他,无,佐仓之町,无,未登场,小野善鬼,浪人,其他,无,佐仓之町,无,已登场,小野善鬼,浪人,其他,无,佐仓之町,一刀流,已登场,小野善鬼,浪人,其他,无,佐仓之町,一刀流,已死亡,小野善鬼,无效,无效,无,无效,无,已登场,小野善鬼,中忍,直臣,户隐众,户隐之里,无,,
lord_1_sugiya_satayu,小野忠明,小野忠明,小野,忠明,Sugiya Satayu,clan_sugiya_1,ou,基于分组自动创建家族,1,1569,1583,1628,病死,,,,只限武将,90,10,普通,胆小,普通,轻率,普通,68,武具,普通,普通,其他,刀剑,44,90,9,52,58,1,0,0,0,1,4,3,0,0,0,0,0,1,0,0,0,无,强袭，连续斩，切落，绝妙剑，拂舍刀，拔突，金翅鸟王剑，当身，梦想剑，刚力，独妙剑，铁壁，辱骂,剑豪,一般条件,,,未登场,御子神典膳,浪人,其他,无,木更津之町,无,未登场,御子神典膳,浪人,其他,无,木更津之町,无,未登场,御子神典膳,浪人,其他,无,木更津之町,无,未登场,御子神典膳,浪人,其他,无,木更津之町,无,未登场,御子神典膳,浪人,其他,无,木更津之町,无,已登场,御子神典膳,浪人,其他,无,木更津之町,无,已登场,御子神典膳,浪人,其他,无,木更津之町,无,已登场,小野忠明,足轻大将,直臣,德川家,江户城,小野一刀流,已登场,御子神典膳,浪人,其他,无,丸龟之町,无,,
lord_1_sugiya_kagemune,小野寺輝道,小野寺辉道,小野,寺辉道,Sugiya Kagemune,clan_sugiya_1,ou,基于分组自动创建家族,1,1536,1554,1597,病死,,,小野寺义道,只限武将,2,2,普通,胆小,普通,普通,普通,67,艺术品,贪心,嗜酒如命,藤原氏,刀剑,63,49,60,66,51,1,1,1,0,1,1,2,0,1,2,1,0,2,1,0,1,无,强袭,无,一般条件,,,已登场,小野寺辉道,大名,首领,小野寺家,横手城,无,已登场,小野寺辉道,大名,首领,小野寺家,横手城,无,已登场,小野寺辉道,大名,首领,小野寺家,横手城,无,已登场,小野寺辉道,大名,首领,小野寺家,横手城,无,已登场,小野寺辉道,大名,首领,小野寺家,横手城,无,已登场,小野寺辉道,家老,直臣,小野寺家,横手城,无,已登场,小野寺辉道,家老,直臣,小野寺家,横手城,无,已死亡,小野寺辉道,无效,无效,无,无效,无,已登场,小野寺辉道,部将,直臣,小笠原家,小仓城,无,,
lord_1_onodera_3,小野寺義道,小野寺义道,小野,寺义道,Onodera Yoshimichi,clan_onodera_1,ou,精确匹配织丰,1,1566,1580,1645,病死,小野寺辉道,,小野寺辉道,只限武将,2,2,温和,胆小,普通,普通,普通,55,艺术品,普通,普通,藤原氏,刀剑,51,48,55,59,39,1,0,1,0,0,1,0,1,0,1,0,0,2,2,1,1,无,强袭,无,无要求,,,未登场,小野寺义道,家老,直臣,小野寺家,横手城,无,未登场,小野寺义道,部将,陪臣（小野寺辉道）,小野寺家,横手城,无,未登场,小野寺义道,家老,直臣,小野寺家,横手城,无,未登场,小野寺义道,家老,直臣,小野寺家,横手城,无,未登场,小野寺义道,家老,直臣,小野寺家,横手城,无,已登场,小野寺义道,大名,首领,小野寺家,横手城,无,已登场,小野寺义道,大名,首领,小野寺家,横手城,无,已登场,小野寺义道,大名,首领,小野寺家,横手城,无,已登场,小野寺义道,部将,直臣,小笠原家,小仓城,无,,
lord_1_obata_kanbei,小幡勘兵衛,小幡勘兵卫,小幡,勘兵卫,Obata Kanbei,clan_obata_1,tosan,家族和文化自动推断,1,1572,1586,1663,病死,,,,全职种,60,60,普通,勇敢,普通,慎重,普通,71,书籍,贪心,普通,藤原氏,刀剑,60,52,7,68,49,2,1,2,1,1,1,4,0,1,0,1,2,0,3,0,2,风林火山,强袭,无,无要求,,,未登场,小幡勘兵卫,足轻组头,直臣,武田家,踯躅崎馆,无,未登场,小幡勘兵卫,足轻组头,直臣,武田家,踯躅崎馆,无,未登场,小幡勘兵卫,足轻组头,直臣,武田家,踯躅崎馆,无,未登场,小幡勘兵卫,足轻组头,直臣,武田家,踯躅崎馆,无,未登场,小幡勘兵卫,足轻组头,直臣,武田家,踯躅崎馆,无,未登场,小幡勘兵卫,足轻组头,直臣,武田家,甲府城,无,未登场,小幡勘兵卫,足轻组头,直臣,德川家,滨松城,无,已登场,小幡勘兵卫,足轻组头,直臣,德川家,江户城,无,已登场,小幡勘兵卫,部将,直臣,小笠原家,小仓城,无,,
lord_1_kashin_koji,小濱景隆,小滨景隆,小滨,景隆,Kashin Koji,clan_kashin_1,neutral_culture,基于分组自动创建家族,1,1541,1554,1606,病死,,,小滨光隆,全职种,88,88,温和,普通,普通,普通,普通,55,武具,贪心,普通,其他,刀剑,56,55,25,57,43,1,0,2,3,2,2,2,1,2,0,0,1,0,1,0,0,焙烙,强袭，拔突，刚弓，铁壁,无,无要求,,,未登场,小滨景隆,船头,直臣,骏河水军,清水之砦,无,已登场,小滨景隆,船头,直臣,骏河水军,清水之砦,无,已登场,小滨景隆,船头,直臣,骏河水军,清水之砦,无,已登场,小滨景隆,船头,直臣,骏河水军,清水之砦,无,已登场,小滨景隆,船头,直臣,骏河水军,清水之砦,无,已登场,小滨景隆,船头,直臣,骏河水军,清水之砦,无,已登场,小滨景隆,船头,直臣,骏河水军,清水之砦,无,已登场,小滨景隆,船大将,直臣,江户水军,清水之砦,无,已登场,小滨景隆,家老,直臣,小笠原家,小仓城,无,,
lord_1_sako_toutarou,飯富虎昌,饭富虎昌,饭富,虎昌,Sako Toutarou,clan_sako_1,tosan,基于分组自动创建家族,1,1504,1554,1565,战死,饭富道悦,,山县昌景,只限武将,57,57,温和,普通,普通,普通,重视情义,46,武具,普通,普通,源氏,刀剑,75,82,47,48,78,2,3,1,0,2,2,2,0,1,0,1,0,0,0,0,1,无,强袭，拔突，刚弓，铁壁,无,无要求,,,已登场,饭富虎昌,部将,直臣,武田家,踯躅崎馆,无,已登场,饭富虎昌,家老,直臣,武田家,踯躅崎馆,无,已登场,饭富虎昌,家老,直臣,武田家,踯躅崎馆,无,已死亡,饭富虎昌,无效,无效,无,无效,无,已死亡,饭富虎昌,无效,无效,无,无效,无,已死亡,饭富虎昌,无效,无效,无,无效,无,已死亡,饭富虎昌,无效,无效,无,无效,无,已死亡,饭富虎昌,无效,无效,无,无效,无,已登场,饭富虎昌,上忍,直臣,伊贺众,伊贺之里,无,,
lord_1_oyamada,小山田信茂,小山田信茂,小山田,信茂,Oyamada Nobushige,clan_oyamada_1,tosan,精确匹配织丰,1,1539,1559,1582,战死,,,,全职种,59,59,温和,勇敢,现实,轻率,不重情义,78,武具,贪心,普通,平氏,刀剑,65,74,57,72,67,2,2,1,0,3,2,1,0,1,0,0,1,1,1,0,0,无,强袭，拔突，刚弓，铁壁,无,一般条件,,,未登场,小山田信茂,侍大将,陪臣（小山田信有）,武田家,踯躅崎馆,无,未登场,小山田信茂,侍大将,直臣,武田家,踯躅崎馆,无,已登场,小山田信茂,部将,直臣,武田家,踯躅崎馆,无,已登场,小山田信茂,部将,直臣,武田家,踯躅崎馆,无,已登场,小山田信茂,部将,直臣,武田家,踯躅崎馆,无,已登场,小山田信茂,城主,直臣,武田家,岩殿城,无,已死亡,小山田信茂,无效,无效,无,无效,无,已死亡,小山田信茂,无效,无效,无,无效,无,已登场,小山田信茂,家老,直臣,小笠原家,小仓城,无,,
lord_1_kai,甲斐宗運,甲斐宗运,甲斐,宗运,Kai Soun,clan_kai_1,saikai,精确匹配织丰,1,1515,1554,1584,病死,,,,全职种,50,50,普通,勇敢,普通,普通,普通,56,书籍,普通,普通,藤原氏,刀剑,81,59,69,86,74,3,2,2,0,1,1,3,0,1,0,0,0,3,3,1,2,无,强袭,无,一般条件,,,已登场,甲斐宗运,家老,直臣,阿苏家,岩尾城,无,已登场,甲斐宗运,家老,直臣,阿苏家,岩尾城,无,已登场,甲斐宗运,家老,直臣,阿苏家,岩尾城,无,已登场,甲斐宗运,家老,直臣,阿苏家,岩尾城,无,已登场,甲斐宗运,家老,直臣,阿苏家,岩尾城,无,已登场,甲斐宗运,家老,直臣,阿苏家,岩尾城,无,已死亡,甲斐宗运,无效,无效,无,无效,无,已死亡,甲斐宗运,无效,无效,无,无效,无,已登场,甲斐宗运,浪人,其他,无,柳川之町,无,,
lord_1_kazuyama_ujimoto,海北綱親,海北纲亲,海北,纲亲,Kazuyama Ujimoto,clan_kazuyama_1,kinai,基于分组自动创建家族,1,1510,1554,1573,战死,,,,全职种,70,70,普通,勇敢,普通,慎重,重视情义,45,武具,普通,嗜酒如命,藤原氏,刀剑,63,70,42,61,59,2,1,2,1,1,1,2,0,0,1,1,0,1,0,1,1,无,强袭,无,无要求,,,已登场,海北纲亲,家老,直臣,浅井家,小谷城,无,已登场,海北纲亲,家老,直臣,浅井家,小谷城,无,已登场,海北纲亲,家老,直臣,浅井家,小谷城,无,已登场,海北纲亲,家老,直臣,浅井家,小谷城,无,已死亡,海北纲亲,无效,无效,无,无效,无,已死亡,海北纲亲,无效,无效,无,无效,无,已死亡,海北纲亲,无效,无效,无,无效,无,已死亡,海北纲亲,无效,无效,无,无效,无,已登场,海北纲亲,头领,首领,安东水军,十三凑之砦,无,,
lord_1_kagawa_chikawa,香川親和,香川亲和,香川,亲和,Kagawa Chikawa,clan_kagawa_1,nankai,基于分组自动创建家族,1,1569,1583,1587,病死,长宗我部元亲,长宗我部国亲,吉良亲贞 吉良亲实 香宗我部亲泰 长宗我部国亲 长宗我部信亲 长宗我部元亲 长宗我部盛亲 津野亲忠,全职种,80,80,温和,普通,普通,普通,普通,30,书籍,普通,滴酒不沾,平氏,刀剑,36,42,44,21,36,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,无,强袭,无,无要求,,,未登场,香川亲和,足轻组头,直臣,长宗我部家,冈丰城,无,未登场,香川亲和,足轻组头,陪臣（长宗我部元亲）,长宗我部家,冈丰城,无,未登场,香川亲和,足轻组头,直臣,长宗我部家,冈丰城,无,未登场,香川亲和,足轻组头,直臣,长宗我部家,冈丰城,无,未登场,香川亲和,足轻组头,直臣,长宗我部家,冈丰城,无,已登场,香川亲和,侍大将,直臣,长宗我部家,冈丰城,无,已登场,香川亲和,城主,直臣,长宗我部家,天雾城,无,已死亡,香川亲和,无效,无效,无,无效,无,已登场,香川亲和,足轻组头,直臣,河尻家,水户城,无,,
lord_1_kagawa_saizou,香川元景,香川元景,香川,元景,Kagawa Saizou,clan_kagawa_1,nankai,基于分组自动创建家族,1,1527,1554,1578,病死,,,,只限武将,60,60,普通,胆小,现实,普通,不重情义,32,艺术品,普通,普通,平氏,刀剑,35,41,42,52,34,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,无,强袭,无,无要求,,,已登场,香川元景,城主,直臣,细川家,天雾城,无,已登场,香川元景,城主,直臣,三好家,天雾城,无,已登场,香川元景,城主,直臣,三好家,天雾城,无,已登场,香川元景,城主,直臣,三好家,天雾城,无,已登场,香川元景,城主,直臣,三好家,天雾城,无,已死亡,香川元景,无效,无效,无,无效,无,已死亡,香川元景,无效,无效,无,无效,无,已死亡,香川元景,无效,无效,无,无效,无,已登场,香川元景,足轻组头,直臣,河尻家,水户城,无,,
lord_1_kakizaki,柿崎景家,柿崎景家,柿崎,景家,Kakizaki Kageie,clan_kakizaki_1,hokuriku,精确匹配织丰,1,1513,1554,1575,战死,,,,只限武将,19,1,性急,勇敢,普通,轻率,普通,44,武具,贪心,普通,源氏,刀剑,88,82,19,16,51,2,3,1,1,1,1,2,0,0,1,0,1,0,0,0,1,车悬,强袭,无,无要求,,,已登场,柿崎景家,部将,直臣,长尾家,春日山城,无,已登场,柿崎景家,家老,直臣,长尾家,春日山城,无,已登场,柿崎景家,家老,直臣,长尾家,春日山城,无,已登场,柿崎景家,家老,直臣,上杉家,春日山城,无,已登场,柿崎景家,家老,直臣,上杉家,春日山城,无,已死亡,柿崎景家,无效,无效,无,无效,无,已死亡,柿崎景家,无效,无效,无,无效,无,已死亡,柿崎景家,无效,无效,无,无效,无,已登场,柿崎景家,浪人,其他,无,仙台之町,无,,
lord_2_kakizaki,蠣崎季廣,蛎崎季广,蛎崎,季广,Kakizaki Suehiro,clan_kakizaki_2,ou,精确匹配织丰,1,1507,1554,1595,病死,,,蛎崎庆广,全职种,65,65,普通,普通,普通,慎重,普通,64,艺术品,普通,普通,源氏,刀剑,64,42,70,76,69,2,2,1,2,0,0,2,0,0,2,1,2,1,3,0,1,无,强袭,无,无要求,,,已登场,蛎崎季广,城主,直臣,安东家,胜山馆,无,已登场,蛎崎季广,城主,直臣,安东家,胜山馆,无,已登场,蛎崎季广,城主,直臣,安东家,胜山馆,无,已登场,蛎崎季广,城主,直臣,安东家,胜山馆,无,已登场,蛎崎季广,城主,直臣,安东家,胜山馆,无,已登场,蛎崎季广,城主,直臣,安东家,胜山馆,无,已登场,蛎崎季广,部将,陪臣（蛎崎庆广）,安东家,胜山馆,无,已死亡,蛎崎季广,无效,无效,无,无效,无,已登场,蛎崎季广,船头,直臣,房总水军,冈本之砦,无,,
lord_2_kakizaki_2,蠣崎慶廣,蛎崎庆广,蛎崎,庆广,Kakizaki Yoshihiro,clan_kakizaki_2,ou,精确匹配织丰,1,1549,1563,1616,病死,蛎崎季广,,蛎崎季广,全职种,65,65,普通,勇敢,普通,普通,不重情义,83,艺术品,贪心,普通,源氏,刀剑,58,32,74,77,78,1,0,2,2,0,0,0,0,0,2,1,2,2,3,2,1,无,强袭,无,一般条件,,,未登场,蛎崎庆广,部将,陪臣（蛎崎季广）,安东家,胜山馆,无,未登场,蛎崎庆广,部将,陪臣（蛎崎季广）,安东家,胜山馆,无,已登场,蛎崎庆广,部将,陪臣（蛎崎季广）,安东家,胜山馆,无,已登场,蛎崎庆广,部将,陪臣（蛎崎季广）,安东家,胜山馆,无,已登场,蛎崎庆广,部将,陪臣（蛎崎季广）,安东家,胜山馆,无,已登场,蛎崎庆广,部将,陪臣（蛎崎季广）,安东家,胜山馆,无,已登场,蛎崎庆广,城主,直臣,安东家,胜山馆,无,已登场,蛎崎庆广,大名,首领,蛎崎家,松前城,无,已登场,蛎崎庆广,头领,首领,房总水军,冈本之砦,无,,
lord_1_kane_makoto,垣屋光成,垣屋光成,垣屋,光成,Kane Makoto,clan_kane_1,kinai,基于分组自动创建家族,1,1520,1554,1592,病死,,,,全职种,16,16,普通,胆小,现实,轻率,不重情义,69,书籍,普通,普通,平氏,刀剑,57,53,46,69,32,1,1,1,0,1,1,2,0,0,0,0,0,0,2,0,0,无,强袭,无,无要求,,,已登场,垣屋光成,部将,直臣,山名家,鸟取城,无,已登场,垣屋光成,部将,直臣,山名家,鸟取城,无,已登场,垣屋光成,部将,直臣,山名家,鸟取城,无,已登场,垣屋光成,部将,直臣,山名家,鸟取城,无,已登场,垣屋光成,部将,直臣,山名家,鸟取城,无,已登场,垣屋光成,足轻大将,陪臣（羽柴秀吉）,织田家,姬路城,无,已登场,垣屋光成,部将,陪臣（宫部继润）,羽柴家,鸟取城,无,已死亡,垣屋光成,无效,无效,无,无效,无,已登场,垣屋光成,浪人,其他,无,清洲之町,无,,
lord_1_kawata_nagachika,筧十藏,笕十藏,笕,十藏,Kawata Nagachika,clan_kawata_1,neutral_culture,基于分组自动创建家族,1,1581,1595,1615,战死,,,,武将以外优先,49,49,普通,普通,理想,轻率,重视情义,42,武具,无欲,普通,其他,火绳枪,53,81,37,66,79,2,0,4,0,2,2,1,3,0,0,1,0,0,0,0,1,狙击，幻惑之术，内讧之术,强袭，拔突，二连苦无，半月，急所击，二挺击，刚弓，石火，乱射，铁壁,火枪名人,一般条件,,,未登场,笕十藏,浪人,其他,无,诹访之町,无,未登场,笕十藏,浪人,其他,无,诹访之町,无,未登场,笕十藏,浪人,其他,无,诹访之町,无,未登场,笕十藏,浪人,其他,无,诹访之町,无,未登场,笕十藏,浪人,其他,无,诹访之町,无,未登场,笕十藏,浪人,其他,无,诹访之町,无,未登场,笕十藏,浪人,其他,无,诹访之町,无,已登场,笕十藏,浪人,其他,无,诹访之町,无,已登场,笕十藏,部将,直臣,十河家,广岛城,无,,
lord_1_kasai,葛西晴信,葛西晴信,葛西,晴信,Kasai Harunobu,clan_kasai_1,ou,精确匹配织丰,1,1534,1554,1597,病死,葛西晴胤,,葛西晴胤,只限武将,48,48,温和,胆小,普通,轻率,普通,14,书籍,无欲,滴酒不沾,平氏,刀剑,26,29,44,51,48,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,无,强袭,无,无要求,,,已登场,葛西晴信,家老,直臣,葛西家,寺池城,无,已登场,葛西晴信,大名,首领,葛西家,寺池城,无,已登场,葛西晴信,大名,首领,葛西家,寺池城,无,已登场,葛西晴信,大名,首领,葛西家,寺池城,无,已登场,葛西晴信,大名,首领,葛西家,寺池城,无,已登场,葛西晴信,大名,首领,葛西家,寺池城,无,已登场,葛西晴信,大名,首领,葛西家,寺池城,无,已死亡,葛西晴信,无效,无效,无,无效,无,已登场,葛西晴信,部将,直臣,西园寺家,山形城,无,,
lord_1_kasahara_masayoshi,笠原政堯,笠原政尧,笠原,政尧,Kasahara Masayoshi,clan_kasahara_1,kanto,基于分组自动创建家族,1,1550,1564,1590,战死,松田宪秀,,松田宪秀,全职种,80,20,普通,普通,理想,轻率,不重情义,79,书籍,贪心,普通,源氏,刀剑,47,34,50,45,40,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,无,强袭,无,无要求,,,未登场,笠原政尧,侍大将,直臣,北条家,小田原城,无,未登场,笠原政尧,侍大将,陪臣（松田宪秀）,北条家,小田原城,无,已登场,笠原政尧,侍大将,直臣,北条家,小田原城,无,已登场,笠原政尧,侍大将,直臣,北条家,小田原城,无,已登场,笠原政尧,侍大将,直臣,北条家,小田原城,无,已登场,笠原政尧,侍大将,直臣,北条家,小田原城,无,已登场,笠原政尧,侍大将,直臣,北条家,小田原城,无,已死亡,笠原政尧,无效,无效,无,无效,无,已登场,笠原政尧,浪人,其他,无,严岛之町,无,,
